text,cleaned text
"I think towards end of my pregnancy I was told that I would need to go on insulin for my meals, but I managed to just reduce a lot of my carbs and stay under. But I felt like I was failing… And then, when my baby was born and she had low sugars. I felt like I failed as well.","I think towards end of my pregnancy I was told that I would need to go on insulin for my meals, but I managed to just reduce a lot of my carbs and stay under. But I felt like I was failing… And then, when my baby was born and she had low sugars. I felt like I failed as well."
"Yeah it felt like you were a child kind of, you know ‘you have to write down everything and email it to me and if you've got over three high results I'm going to call you and we're going to put you on insulin’.","Yeah it felt like you were a child kind of, you know ‘you have to write down everything and email it to me and if youve got over three high results Im going to call you and were going to put you on insulin’."
"Some people's innocent, well-meaning comments, sort of saying I was doing a good job with my diet and exercise, and controlling it that way, I think it was really well intentioned … it kind of made you feel like, ‘I'm doing okay at the moment, but if I do end up on the insulin, are you saying that that's my fault, or that I'm not doing a good job anymore?’","Some peoples innocent, well-meaning comments, sort of saying I was doing a good job with my diet and exercise, and controlling it that way, I think it was really well intentioned … it kind of made you feel like, ‘Im doing okay at the moment, but if I do end up on the insulin, are you saying that thats my fault, or that Im not doing a good job anymore?’"
"I think my biggest problem and fear with it was the stigma that you receive from the medical profession as soon as you're diagnosed… That's a stigma I've been very aware of. Because you then sort of become the person who didn't know how to look after them in the first place, so how could you possibly know anything else from this point onwards? It's like you've lost credibility.","I think my biggest problem and fear with it was the stigma that you receive from the medical profession as soon as youre diagnosed… Thats a stigma Ive been very aware of. Because you then sort of become the person who didnt know how to look after them in the first place, so how could you possibly know anything else from this point onwards? Its like youve lost credibility."
I just felt like people would judge me for having it… But at first I didn't want to tell my Mum or my brothers or anything like that because it just—it really felt—like I felt like I just wanted to keep it secret. Like it was just my secret. But eventually I just opened up and told them.,I just felt like people would judge me for having it… But at first I didnt want to tell my Mum or my brothers or anything like that because it just—it really felt—like I felt like I just wanted to keep it secret. Like it was just my secret. But eventually I just opened up and told them.
"I guess one of the reasons I didn't want to share with my family, my mum and dad, and that kind of thing… I guess I just didn't want my mum to gossip about it to family members or friends, about me.","I guess one of the reasons I didnt want to share with my family, my mum and dad, and that kind of thing… I guess I just didnt want my mum to gossip about it to family members or friends, about me."
"I feel like I've kind of just been strategic about anticipating, you know, there's certain people I probably wouldn't tell because I'm kind of anticipating more of that judgement.","I feel like Ive kind of just been strategic about anticipating, you know, theres certain people I probably wouldnt tell because Im kind of anticipating more of that judgement."
"Because of how I was feeling about it, feeling like it's unfair, and it's not me, and I don't have this, it was really hard to tell people. It felt … there was a bit of shame attached to it.","Because of how I was feeling about it, feeling like its unfair, and its not me, and I dont have this, it was really hard to tell people. It felt … there was a bit of shame attached to it."
"My husband thought I was being a rebel, so that caused some tension as well, because he was like, can't you just do what the hell they [health professionals] want you to do?","My husband thought I was being a rebel, so that caused some tension as well, because he was like, cant you just do what the hell they [health professionals] want you to do?"
"Oh really ashamed at first, like I just couldn't tell—I felt like I can't tell anyone. That first weekend when I found out I just was like wanted to hibernate for the rest of the pregnancy. I was like I don't want to see anyone, I don't want to do anything, I just want to be my myself.","Oh really ashamed at first, like I just couldnt tell—I felt like I cant tell anyone. That first weekend when I found out I just was like wanted to hibernate for the rest of the pregnancy. I was like I dont want to see anyone, I dont want to do anything, I just want to be my myself."
"When it comes to gestational diabetes and them caring about your mental health, they probably should do a bit more prep around that… I don't think they understand or know, or care so much about that aspect of it to spend too much time offering people that information.","When it comes to gestational diabetes and them caring about your mental health, they probably should do a bit more prep around that… I dont think they understand or know, or care so much about that aspect of it to spend too much time offering people that information."
"I feel sometimes a very depressed feeling like I could have done better to control this, but I know that there is no reason why I have this. Absolutely, it is genetic and my father had type 2 diabetes, so I do understand that scientifically there is no way I did this to myself.","I feel sometimes a very depressed feeling like I could have done better to control this, but I know that there is no reason why I have this. Absolutely, it is genetic and my father had type 2 diabetes, so I do understand that scientifically there is no way I did this to myself."
"Then, it was towards the end of my pregnancy, when I had the high insulin levels, and then the relationship with the hospital pressuring me to be induced, I guess that then made me feel really negative about having gestational diabetes, and I felt bad that I put [my baby] through this … affected me emotionally at the time.","Then, it was towards the end of my pregnancy, when I had the high insulin levels, and then the relationship with the hospital pressuring me to be induced, I guess that then made me feel really negative about having gestational diabetes, and I felt bad that I put [my baby] through this … affected me emotionally at the time."
"I actually didn't do my follow-up glucose test after my pregnancy… You now, act of a bit of defiance, of like, ‘No, I'm okay. I'm being healthy, I'm taking responsibility for it’, but I just sort of felt like, ‘Well, I don't want you to tell me if I pass or fail this test’. I think there's that stigma, too.","I actually didnt do my follow-up glucose test after my pregnancy… You now, act of a bit of defiance, of like, ‘No, Im okay. Im being healthy, Im taking responsibility for it’, but I just sort of felt like, ‘Well, I dont want you to tell me if I pass or fail this test’. I think theres that stigma, too."
"I actually wouldn't test, because I knew I would get a high level… There was a part of me that, you know was very upset at myself, or, you know, feeling like I failed if there was a high reading.","I actually wouldnt test, because I knew I would get a high level… There was a part of me that, you know was very upset at myself, or, you know, feeling like I failed if there was a high reading."
I think when I first got diagnosed I would just try to avoid testing while I'm out.,I think when I first got diagnosed I would just try to avoid testing while Im out.
"I am just seen as what seems like flags on a patient record… I am being treated as if it is, it's just, a decision tree of, you get to a certain week and you're this and you're that, okay, this is what we're going to do.","I am just seen as what seems like flags on a patient record… I am being treated as if it is, its just, a decision tree of, you get to a certain week and youre this and youre that, okay, this is what were going to do."
"Still like no, you're on insulin so you need to get induced. I find they go the inducement route rather quickly. I find they sometimes disregard women what they know and what they think about their own health.","Still like no, youre on insulin so you need to get induced. I find they go the inducement route rather quickly. I find they sometimes disregard women what they know and what they think about their own health."
"The doctors are all ‘you have to do this, you have to do this’. And I wish I'd done more research into things and I wish I'd been able to stand up for myself a bit more … it formed part of the decision about not having any more babies because I didn't really want to go through that again, having any autonomy stripped away from birth and what I wanted. The finger pricking and the insulin wasn't, that was fine. It was more of the treatment by the hospital and the specialists and everything. It was full on. It stripped away any kind of enjoyment I had out of being pregnant.","The doctors are all ‘you have to do this, you have to do this’. And I wish Id done more research into things and I wish Id been able to stand up for myself a bit more … it formed part of the decision about not having any more babies because I didnt really want to go through that again, having any autonomy stripped away from birth and what I wanted. The finger pricking and the insulin wasnt, that was fine. It was more of the treatment by the hospital and the specialists and everything. It was full on. It stripped away any kind of enjoyment I had out of being pregnant."
"It felt like a blanket policy to me, like, you have diabetes, you're getting induced regardless of how it's managed","It felt like a blanket policy to me, like, you have diabetes, youre getting induced regardless of how its managed"
"Because I didn't start insulin until 31 weeks, and people would say, oh, you've done really well to stay diet-controlled, … thanks, I am doing a good job, but then, also on the flipside, it's like, well, if I'm not, then that's not my fault either. Like, if I have to go on insulin, then it's not because I'm not trying hard. So, it's sort of that double-edged sword, getting that judge.       ","Because I didnt start insulin until 31 weeks, and people would say, oh, youve done really well to stay diet-controlled, … thanks, I am doing a good job, but then, also on the flipside, its like, well, if Im not, then thats not my fault either. Like, if I have to go on insulin, then its not because Im not trying hard. So, its sort of that double-edged sword, getting that judge.       "
I think the first time that I told my colleagues that I had it I think I was a little bit embarrassed.,I think the first time that I told my colleagues that I had it I think I was a little bit embarrassed.
"Oh really ashamed at first, like I just couldn't tell—I felt like I can't tell anyone. ","Oh really ashamed at first, like I just couldnt tell—I felt like I cant tell anyone. "
"I responded with shame and embarrassment, and there still is that element of that.","I responded with shame and embarrassment, and there still is that element of that."
"I think it's that you are, you eat unhealthily, and you don't exercise or that, you know, or what I think people with that lens will see you eating an ice cream and think, oh, like, well that's why you've got diabetes.","I think its that you are, you eat unhealthily, and you dont exercise or that, you know, or what I think people with that lens will see you eating an ice cream and think, oh, like, well thats why youve got diabetes."
People just assume that you're young and you look healthy so they can't get their head around how ‘actually you must be really unhealthy to be on insulin and it must be partly your own fault’ and they're thinking that you're type 2 and that misapprehension I found really frustrating … the level of judgment that goes with it.,People just assume that youre young and you look healthy so they cant get their head around how ‘actually you must be really unhealthy to be on insulin and it must be partly your own fault’ and theyre thinking that youre type 2 and that misapprehension I found really frustrating … the level of judgment that goes with it.
I know some diabetics who just hate type 2s.,I know some diabetics who just hate type 2s.
"Look, I've got nothing against type 2 but I'm not a type 2, I'm a type 1 and there's a societal stigma attached to being a type 2, you brought it on yourself, you're fat, you're unfit, this, that and the other. I don't want to be associated with that.","Look, Ive got nothing against type 2 but Im not a type 2, Im a type 1 and theres a societal stigma attached to being a type 2, you brought it on yourself, youre fat, youre unfit, this, that and the other. I dont want to be associated with that."
"It seems as though with low blood sugars you get blamed as being irresponsible all the time ‘Why didn't you bring anything to eat? Why didn't you check your sugar levels before you left? Why didn't you do this, why didn't you do that?’… sometimes perhaps I forget or I'm ill prepared but it's not intentional.","It seems as though with low blood sugars you get blamed as being irresponsible all the time ‘Why didnt you bring anything to eat? Why didnt you check your sugar levels before you left? Why didnt you do this, why didnt you do that?’… sometimes perhaps I forget or Im ill prepared but its not intentional."
"People with type 1 could be blamed, as if ‘if you'd had a better lifestyle you wouldn't have this’ and it's nothing to do with that.","People with type 1 could be blamed, as if ‘if youd had a better lifestyle you wouldnt have this’ and its nothing to do with that."
…'damaged goods’ I guess. People think that you're more broken or damaged or sicker than you really are.,…damaged goods’ I guess. People think that youre more broken or damaged or sicker than you really are.
I remember quite clearly sitting in a shopping mall doing this [injecting] when I was maybe 10 or 11 years old and having a crowd of people come up and some person commented it was such a disgrace that someone was doing drugs at such an age.,I remember quite clearly sitting in a shopping mall doing this [injecting] when I was maybe 10 or 11 years old and having a crowd of people come up and some person commented it was such a disgrace that someone was doing drugs at such an age.
"There’s a real confusion between being drunk and having a hypo…the signs are often similar…if you see somebody behaving like they’re out of control, it's easy to dismiss them [as] somebody who lacks control.","There’s a real confusion between being drunk and having a hypo…the signs are often similar…if you see somebody behaving like they’re out of control, its easy to dismiss them [as] somebody who lacks control."
"I told my employer that I had a medical problem and what it was, he wrote back to me and said that he couldn't guarantee my future career, which was a bit of a shock.","I told my employer that I had a medical problem and what it was, he wrote back to me and said that he couldnt guarantee my future career, which was a bit of a shock."
"The one thing that really annoys me is when the media refer to ‘diabetes’, they don't distinguish between type 1 and type 2 and that really, really upsets me.","The one thing that really annoys me is when the media refer to ‘diabetes’, they dont distinguish between type 1 and type 2 and that really, really upsets me."
My brothers would never come and see me if I was in hospital because they would say it would be own fault that I was in there.,My brothers would never come and see me if I was in hospital because they would say it would be own fault that I was in there.
I have in the last two years developed large complications and I have had medical professionals say to me ‘well it's your own fault because you're diabetic’ which is not what you really want to hear.,I have in the last two years developed large complications and I have had medical professionals say to me ‘well its your own fault because youre diabetic’ which is not what you really want to hear.
So I felt hugely segregated in primary school and I really hated it so I really didn't want to go on [school] camps.,So I felt hugely segregated in primary school and I really hated it so I really didnt want to go on [school] camps.
"… and you don't forget it. You don’t forget the day, the person who said it…it does upset you.","… and you dont forget it. You don’t forget the day, the person who said it…it does upset you."
"I wouldn't want there to be this special consideration ‘wow, and he’s a diabetic’. Screw that! I perform really well because I'm a person and I put a lot of effort into it.","I wouldnt want there to be this special consideration ‘wow, and he’s a diabetic’. Screw that! I perform really well because Im a person and I put a lot of effort into it."
"If you go to my gang of people, we are ferociously type 1. Type 1 is central to our identity.","If you go to my gang of people, we are ferociously type 1. Type 1 is central to our identity."
"I literally used to excuse myself, go to the toilet, inject myself in a cubical and come back and sit down. I'd feel dirty and that wasn't good.","I literally used to excuse myself, go to the toilet, inject myself in a cubical and come back and sit down. Id feel dirty and that wasnt good."
"We were talking about getting engaged … his mother didn't like me because I was a diabetic. She used to turn around to [him] and say ‘don't marry [her] she's a responsibility, she will drag you down, she will get sick’.","We were talking about getting engaged … his mother didnt like me because I was a diabetic. She used to turn around to [him] and say ‘dont marry [her] shes a responsibility, she will drag you down, she will get sick’."
"When I started getting older, like in my 20s, I used to hide it from any boyfriends that I started to see … I just thought that maybe not everyone wants a sick girlfriend.","When I started getting older, like in my 20s, I used to hide it from any boyfriends that I started to see … I just thought that maybe not everyone wants a sick girlfriend."
"You've got to understand there's two types [of diabetes], there's the fat lazy type and there's the type that I've got … I use slightly hostile, derogatory terms about people with type 2. ","Youve got to understand theres two types [of diabetes], theres the fat lazy type and theres the type that Ive got … I use slightly hostile, derogatory terms about people with type 2. "
I'm not a big fan of type 2 s. I've got no time for them really because I see the view as I've tried my hardest and I've got something that I've got no say in and then there's millions of dollars spent on people that could have prevented it.,Im not a big fan of type 2 s. Ive got no time for them really because I see the view as Ive tried my hardest and Ive got something that Ive got no say in and then theres millions of dollars spent on people that could have prevented it.
"You would perhaps usually think that someone [with GDM] is a person who eats a lot of sugar or someone, yeah, I guess someone who is obese or has an unhealthy lifestyle","You would perhaps usually think that someone [with GDM] is a person who eats a lot of sugar or someone, yeah, I guess someone who is obese or has an unhealthy lifestyle"
"I feel like it is my own fault that I got it [GDM] - it’s not that anyone has said that to me, but I’m the one who chose to be overweight [light chuckle] […] I also feel like type 2 diabetes is kind of your own fault","I feel like it is my own fault that I got it [GDM] - it’s not that anyone has said that to me, but I’m the one who chose to be overweight [light chuckle] […] I also feel like type 2 diabetes is kind of your own fault"
"As I’ve said all along, it [T1DM] is in my genes, so that’s why I have it [GDM]","As I’ve said all along, it [T1DM] is in my genes, so that’s why I have it [GDM]"
"I know it [T2DM] runs in the family. I am also overweight, so I knew I was at risk [of developing GDM], but I am also positive that had I been normal weight, then I wouldn’t have gotten it [GDM]","I know it [T2DM] runs in the family. I am also overweight, so I knew I was at risk [of developing GDM], but I am also positive that had I been normal weight, then I wouldn’t have gotten it [GDM]"
"Perhaps it’s due to the way the media frames it [DM] and the way we talk about lifestyle diseases in general. The conclusion seems to be that people could just shut their mouth and get off their ass […] and that is not an expression of my opinion, but that’s the general narrative […] that’s the thing about lifestyle diseases, because it’s your lifestyle and you are seen as responsible for it, but then on the other hand is it also your own responsibility if you get a disease?","Perhaps it’s due to the way the media frames it [DM] and the way we talk about lifestyle diseases in general. The conclusion seems to be that people could just shut their mouth and get off their ass […] and that is not an expression of my opinion, but that’s the general narrative […] that’s the thing about lifestyle diseases, because it’s your lifestyle and you are seen as responsible for it, but then on the other hand is it also your own responsibility if you get a disease?"
"I felt like I was being put in the ‘pizza box’ […] like I was labelled as someone who would just lie on the couch all day, drink Coca-Cola and eat pizza, which is not at all how I perceive myself. So, I felt like that was quite unfair","I felt like I was being put in the ‘pizza box’ […] like I was labelled as someone who would just lie on the couch all day, drink Coca-Cola and eat pizza, which is not at all how I perceive myself. So, I felt like that was quite unfair"
"When you start to accept that you actually have a disease that you would normally […] associate with negative stereotypes that are different to how you perceive yourself, then I started to change the way I perceived diabetes. It doesn’t necessarily have anything to do with those stereotypes and everyone can, in fact, be diagnosed","When you start to accept that you actually have a disease that you would normally […] associate with negative stereotypes that are different to how you perceive yourself, then I started to change the way I perceived diabetes. It doesn’t necessarily have anything to do with those stereotypes and everyone can, in fact, be diagnosed"
"I know there’s a big risk of getting it [GDM] in the next pregnancy, but I would probably say no thank you [to test for GDM] because I know how it’s been in this pregnancy […] so, in the next pregnancy I will probably spare myself from the implications of having GDM […] it’s got to do with being put in this box again [referring back to the so-called pizza box].","I know there’s a big risk of getting it [GDM] in the next pregnancy, but I would probably say no thank you [to test for GDM] because I know how it’s been in this pregnancy […] so, in the next pregnancy I will probably spare myself from the implications of having GDM […] it’s got to do with being put in this box again [referring back to the so-called pizza box]."
"I wasn’t that surprised [to be diagnosed] because of my size and uhm, my exercise habits.","I wasn’t that surprised [to be diagnosed] because of my size and uhm, my exercise habits."
"It [not disclosing GDM] is because I am aware of what GDM is associated with. People might think, oh well, she also doesn’t exercise that much, she is also getting a little chubby, or she just lies on the couch all day and eats candy. That’s what I think other people think […] So, it’s not something I would share at a parent-teacher meeting when I say no to the cookies being passed around","It [not disclosing GDM] is because I am aware of what GDM is associated with. People might think, oh well, she also doesn’t exercise that much, she is also getting a little chubby, or she just lies on the couch all day and eats candy. That’s what I think other people think […] So, it’s not something I would share at a parent-teacher meeting when I say no to the cookies being passed around"
"I wouldn’t want a life where I would have to inject myself in public places, because, I mean, what would other people think? Is it because you can’t control your weight or… yeah, I would honestly consider it a failure […] because it would be a sign that I didn’t do a good enough job","I wouldn’t want a life where I would have to inject myself in public places, because, I mean, what would other people think? Is it because you can’t control your weight or… yeah, I would honestly consider it a failure […] because it would be a sign that I didn’t do a good enough job"
"I think it [wanting privacy] has to do with the fact that it is diabetes, because it feels self-induced. […] if I had a shortened cervix I would feel like it was my body doing it, whereas the narrative about both gestational diabetes and type 2 diabetes is that it is due to having overweight and that is kind of your own fault","I think it [wanting privacy] has to do with the fact that it is diabetes, because it feels self-induced. […] if I had a shortened cervix I would feel like it was my body doing it, whereas the narrative about both gestational diabetes and type 2 diabetes is that it is due to having overweight and that is kind of your own fault"
It’s a difficult situation because when you see the nurse for the first time then your body is being evaluated. Are you overweight? […] The focus is on what you weigh and what you eat. Those foci very much emphasise what you can do yourself as an individual and what you haven’t done and why.,It’s a difficult situation because when you see the nurse for the first time then your body is being evaluated. Are you overweight? […] The focus is on what you weigh and what you eat. Those foci very much emphasise what you can do yourself as an individual and what you haven’t done and why.
"The doctor came in and started giving me this whole speech, saying that since I didn’t have gestational diabetes in my two previous pregnancies it [GDM] is usually due to a 20 kg weight gain during the previous pregnancies and now, coming into the third pregnancy, I weigh a lot more than I ought to. But, then it’s like the doctor looks at me and can see that I’m not 30–40 kg overweight and then kind of stops, and I thought to myself, uhm, this is quite stigmatising.","The doctor came in and started giving me this whole speech, saying that since I didn’t have gestational diabetes in my two previous pregnancies it [GDM] is usually due to a 20 kg weight gain during the previous pregnancies and now, coming into the third pregnancy, I weigh a lot more than I ought to. But, then it’s like the doctor looks at me and can see that I’m not 30–40 kg overweight and then kind of stops, and I thought to myself, uhm, this is quite stigmatising."
"It was quite annoying and kind of degrading because I’m already really aware of these things [being a good role model] and the midwife just kept repeating that it was important we were good role models and I was like, “Yes! Hallo! Of course, we will.” […] It kind of felt like [the midwife] thought we wouldn’t be able to be good role models to our child, had [the midwife] not told us to","It was quite annoying and kind of degrading because I’m already really aware of these things [being a good role model] and the midwife just kept repeating that it was important we were good role models and I was like, Yes! Hallo! Of course, we will. […] It kind of felt like [the midwife] thought we wouldn’t be able to be good role models to our child, had [the midwife] not told us to"
"A doctor told me [in my previous pregnancy] that I had to not lose weight and that I should start gaining some weight. That I shouldn’t fear insulin because I had to think about my wellbeing and that my body and the baby needed energy. That really helped. Now [in this pregnancy], I’m much more relaxed","A doctor told me [in my previous pregnancy] that I had to not lose weight and that I should start gaining some weight. That I shouldn’t fear insulin because I had to think about my wellbeing and that my body and the baby needed energy. That really helped. Now [in this pregnancy], I’m much more relaxed"
They [healthcare personnel] have been really great and they’ve told me it [high blood glucose levels] isn’t my fault. They know I’m new to all this,They [healthcare personnel] have been really great and they’ve told me it [high blood glucose levels] isn’t my fault. They know I’m new to all this
It would be really nice to meet in groups where we could perhaps cook together or have more of a community. This would also enable us to share our experiences and make it less taboo,It would be really nice to meet in groups where we could perhaps cook together or have more of a community. This would also enable us to share our experiences and make it less taboo
"Mat[ernity] leave? The maximum with my three kids I ever had of mat leave was three months. Yeah. I had to come back because things were out of control and I did because of being a visible minority. I had to show, “Yeah. Okay. I’m good. I’m rooting for the team. I’m coming back. Leave my baby with my parents and come back to work.” But yeah, I think that women … somehow, we’re still perceived as the nurturers, that we are somehow superheroes and that we could do everything and we can’t complain.","Mat[ernity] leave? The maximum with my three kids I ever had of mat leave was three months. Yeah. I had to come back because things were out of control and I did because of being a visible minority. I had to show, Yeah. Okay. I’m good. I’m rooting for the team. I’m coming back. Leave my baby with my parents and come back to work. But yeah, I think that women … somehow, we’re still perceived as the nurturers, that we are somehow superheroes and that we could do everything and we can’t complain."
"... when you were doing your demographics survey and you were asking me to list all these different things that make me me, one thing that I always list and is very high up there is diabetes. When I think about the things that impact my life and who I am, there’s definitely being a woman, being diabetic, being Jewish and being bi. That all goes together …","... when you were doing your demographics survey and you were asking me to list all these different things that make me me, one thing that I always list and is very high up there is diabetes. When I think about the things that impact my life and who I am, there’s definitely being a woman, being diabetic, being Jewish and being bi. That all goes together …"
"[Health-care professionals] have to teach us to stand on our own two feet, because we need that if we want to continue. Then we become … we own it and all that. The anxiety will subside, we will get to know each other better, then it is also easier to follow the path of our care.","[Health-care professionals] have to teach us to stand on our own two feet, because we need that if we want to continue. Then we become … we own it and all that. The anxiety will subside, we will get to know each other better, then it is also easier to follow the path of our care."
"The worry I have about diabetes is if I lose autonomy. COVID scared me because with COVID, there is no one in a hospital setting who would manage my insulin pump. I would have been unplugged or given different treatment because I would not have been in the condition to manage this thing. … So, I find that my fears are that if I lose autonomy, I will not be able to maintain the same type of control.","The worry I have about diabetes is if I lose autonomy. COVID scared me because with COVID, there is no one in a hospital setting who would manage my insulin pump. I would have been unplugged or given different treatment because I would not have been in the condition to manage this thing. … So, I find that my fears are that if I lose autonomy, I will not be able to maintain the same type of control."
"Indigenous people have the highest diabetes rate, so in a community at [reserve], there’s a lot of people that have diabetes … I pass on the information of what I’ve learned through my experience and what I learned from others so that people in the community are aware of some of the implications of diabetes and what you need to do to take care of yourself.","Indigenous people have the highest diabetes rate, so in a community at [reserve], there’s a lot of people that have diabetes … I pass on the information of what I’ve learned through my experience and what I learned from others so that people in the community are aware of some of the implications of diabetes and what you need to do to take care of yourself."
"I’ve had to hide the fact many times that I’m Jewish because that’s been used against me. I’ve had to hide the fact that I have type 1 diabetes because that’s been used against me. You can’t hide how you look and that you are a woman, but I have experienced prejudice for all those three things.","I’ve had to hide the fact many times that I’m Jewish because that’s been used against me. I’ve had to hide the fact that I have type 1 diabetes because that’s been used against me. You can’t hide how you look and that you are a woman, but I have experienced prejudice for all those three things."
"It’s why I don’t tell people. Especially as I get older … “You can’t eat that!” or, “Are you sure you should be eating that?” I’m like, “Are you sure you should be commenting on that? I don’t comment on your [eating] habits, so you don’t have a right to say what I eat or should or should not. … people just don’t understand and there’s a lot of shame.","It’s why I don’t tell people. Especially as I get older … You can’t eat that! or, Are you sure you should be eating that? I’m like, Are you sure you should be commenting on that? I don’t comment on your [eating] habits, so you don’t have a right to say what I eat or should or should not. … people just don’t understand and there’s a lot of shame."
"Part of it is being a visible minority woman and working in a very White-dominated environment as a visible minority woman perceived as an anglophone or an allophone certainly in Québec. That’s a very particular environment. Couldn’t really complain or make a big fuss about challenges around the illness and the hypoglycemic attacks that I would often get because sometimes meetings are three or four hours and I can’t get food when I should have been able to do so because I didn’t want anyone to figure, “Okay. Here’s the brown girl causing some kind of a problem and slowing things down.” As a visible minority woman in this context, you always have to show that you were [performing well] at your job ... You could lose your job at any minute. You could lose it, so I always felt in that high-risk group. I could lose my job, especially because [my boss] liked calling me the N word from time to time.","Part of it is being a visible minority woman and working in a very White-dominated environment as a visible minority woman perceived as an anglophone or an allophone certainly in Québec. That’s a very particular environment. Couldn’t really complain or make a big fuss about challenges around the illness and the hypoglycemic attacks that I would often get because sometimes meetings are three or four hours and I can’t get food when I should have been able to do so because I didn’t want anyone to figure, Okay. Here’s the brown girl causing some kind of a problem and slowing things down. As a visible minority woman in this context, you always have to show that you were [performing well] at your job ... You could lose your job at any minute. You could lose it, so I always felt in that high-risk group. I could lose my job, especially because [my boss] liked calling me the N word from time to time."
"It gets more complicated when you have diabetes and you’re racialized, it gets too complicated to deal with. But in my case, it’s not really … I fought against discrimination, but as a person with an immigrant background, not as an immigrant with diabetes, because I didn’t tell anyone. I’m not telling anyone.","It gets more complicated when you have diabetes and you’re racialized, it gets too complicated to deal with. But in my case, it’s not really … I fought against discrimination, but as a person with an immigrant background, not as an immigrant with diabetes, because I didn’t tell anyone. I’m not telling anyone."
